"027 -- Taajamat väkiluvun ja väestöntiheyden mukaan 31.12.2015"

"Taajama";"Väkiluku";"Maapinta-ala km²";"Väestöntiheys"
"Vesivehmaa";382;3.62;105.4
"Vieremän kk.";1391;2.62;531.0
"Vierumäki";433;2.62;165.2
"Vihannin kk.";1151;3.47;331.4
"Vihdin kk.";3688;6.99;527.7
"Viialan kk.";5359;11.56;463.5
"Viinijärvi";808;3.39;238.0
"Viitasaaren kt.";3751;6.67;562.0
"Viitikko";231;1.38;168.0
"Viljakkalan kk.";592;2.31;256.4
"Vilniemi";525;1.25;418.8
"Vimpelin kk.";2098;9.73;215.7
"Vinkkilä";1033;6.31;163.8
"Virenoja";277;2.45;113.0
"Virojoki";1211;5.60;216.4
"Virpiniemi";217;1.36;159.4
"Virtain kt.";3574;9.55;374.2
"Virtasalmen kk.";252;0.97;259.3
"Virttaa";235;1.50;156.7
"Visulahti";867;3.81;227.3
"Visuvesi";333;1.95;170.8
"Voolahti";284;2.09;135.8
"Vuokatti";6203;13.21;469.4
"Vuolijoen kk.";425;1.40;302.6
"Vuores";1967;2.26;871.3
"Vähäkangas";301;1.69;178.4
"Vähäkyrön kk.";3510;19.25;182.3
"Vääksy";4908;9.47;518.1
"Vöyrin kk.";1858;8.81;210.8
"Ylihärmän kk.";2270;9.41;241.2
"Yli-Iin kirkons.";705;2.44;289.2
"Ylikiimingin kk.";751;2.53;297.2
"Yli-Liakka";202;1.58;127.5
"Ylimarkku";532;3.32;160.2
"Yliskulma";240;2.19;109.7
"Ylistaron kk.";2621;12.11;216.5
"Ylitornion kk.";1984;6.69;296.7
"Ylivieskan kt.";12195;27.15;449.1
"Ylämaan kk.";416;1.80;230.5
"Yläneen kk.";951;4.03;236.1
"Yppäri";336;3.00;112.0
"Ypäjän kk.";960;3.92;244.6
"Äetsän kk.";2243;9.71;230.9
"Ähtärin kt.";3510;7.42;473.0
"Ähtävä";782;4.94;158.2
"Äkäslompolo";458;4.80;95.5
"Ämmänsaari";4220;8.62;489.3
"Äystö";293;2.38;123.4
"Äänekosken kt.";8674;10.12;857.0
"Ödkarby";381;3.45;110.5
